title,date_published,text
"Climate change brings out the ugly, the bad and the good in US",8/11/2017,"                      What happened in the past two weeks has highlighted the world superpower's leadership and its loss of leadership on the climate front.  First it was the release of the documentary An Inconvenient Sequel: Truth to Power on July 28. Former US vice-president Al Gore inspired the whole world in 2006 with his An Inconvenient Truth, which helped him win an Oscar, and the 2007 Nobel Peace Prize.  In the sequel, Gore continues to warn people of the dire fallout of climate change, and also offers hope from increasing global actions, such as in reaching the historic Paris climate agreement in 2015.  An admirer of Gore's work, I was a bit upset watching the movie in the AMC Loews Georgetown due to the poor attendance. I had hoped that such a serious movie would have a box office better than the action movie Wolf Warriors II, which raked in $5 billion in China in 13 days.  After all, 56 percent of Americans named climate change as a major threat to their country, trailing only the Islamic State group, according to a Pew survey released on Aug 1. But why they are indifferent to the movie?  The Barack Obama administration played a critical role in rallying the world in concluding the Paris Agreement, including teaming up with China, and the two countries played exemplary roles in securing the agreement.  However, US President Donald Trump has been busy reversing course. On June 1, he announced the US would withdraw from the Paris accord. Last Friday, his administration submitted a letter to UN Secretary General Antonio Guterres officially informing him of the US decision, though still leaving the door open for US reengagement if the terms improve.  Under Obama, the US pledged to reduce greenhouse gas emissions by up to 28 percent over the 2005 levels by 2025. But Trump regards this as bad for the US economy and jobs and he apparently wants to lower the target.  Trump appointed climate denier Scott Pruitt as director of the Environmental Protection Agency, and proposed to cut EPA's budget by a third. Right after taking office, he signed executive orders to revive the controversial Dakota Access and Keystone XL oil pipelines.  He also signed an executive order that aims to rescind Obama's Clean Power Plan that caps the amount of greenhouse gases from power plants.  The news this week is that the US Agriculture Department has advised employees to avoid the term ""climate change"" and ""climate change adaption"" and to instead use ""weather extremes"" and ""resilience to weather extremes"".  Meanwhile, a draft government report on climate change is awaiting the the Trump administration's approval. In the report, scientists from 13 federal agencies conclude that people in the US are already feeling the effects of climate change primarily due to human activities.  There is a fierce tug-of-war going on in the US on the climate front. While the Trump administration is reversing course, people like California Governor Jerry Brown have stepped up. Brown talked with President Xi Jinping about cooperation on climate change, right after Trump's announcement to withdraw from the Paris accord. Brown praised Xi for his leadership on climate change when talking on NBC's Meet the Press on Sunday.  China has made a great leap forward in developing clean and renewable energy in recent years, becoming by far the world's top renewable electricity producer. Yet that is just the first step in the long march to tackle the country's severe pollution and embarking on a sustainable path of ""clear waters, lush mountains"" in Xi's words.  And all indications are that China remains determined and unwavering despite the US' reversal.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
Environmental cost of making blue jeans is very high,8/4/2017,"                              Levi's Revel. [Photos provided to China Daily]      When people in the United States talk about blue jeans, they are most likely to mention Levi Strauss, the German-American businessman whose company made the first pair of blue jeans in San Francisco in 1873. Today, the popularity of Levi's, the top brand for Levi Strauss & Co, is not confined to the US; it is a much sought-after brand in more than 100 countries around the world, including China.  A recent article on blue jeans that is burning up social media in China is not about how fashionable distressed jeans are, but about human lives, as its headline says: ""Every Pair of Blue Jeans You Wear is Paid With Lives"".  The author describes the onerous working conditions and environmental damage caused by the blue jeans industry in Xintang town in Guangzhou, South China's Guangdong province. The author claims that, ""every pair of blue jeans, pricey or cheap, carries sin"". Known as the ""Blue jeans capital of the world"", Xintang has some 3,000 businesses related to the jeans industry. It also meets 40 percent of the market demand in the US.  Careful readers will note that most of the article, especially the photographs, is not new. It gives the same facts that appeared in some articles published a few years ago following a Greenpeace study and a German documentary. In a survey published in 2010, Greenpeace found that at three sampling sites in Xintang, the amounts of lead, copper and cadmium in the riverbed exceeded national limits. The making of blue jeans requires a lot of water and chemicals.  A 2012 German documentary Der Preis der Blue-Jeans (The Price of Blue-Jeans), by Michael Hoft and Christian Jentzsch depicted the poor working conditions, health hazards and severe pollution in Xintang caused by the blue jeans industry, linking them to those cheap jeans that sell for about $10 a pair in stores.  According to the 45-minute documentary, blue jeans are much dirtier than most people might believe. Distressed denim is the result of several chemical-intensive washes, while fabric printing and dyeing involve heavy metals such as cadmium, lead and mercury, which often end up in sewers and water bodies without being adequately treated.  Despite lacking information on the current situation in Xintang, the article went viral on Chinese social media.  Some news reports, however, say the local Xintang government has been trying to address the problem, by cleaning up waterways, relocating factories to several industrial zones where wastewater treatment is mandatory, and setting up a monitoring system.  Xintang is like many industrial towns in China that were heavily polluted because of their export-oriented industrialization, but in recent years they have paid great attention to environmental standards after the central government's prioritized sustainable growth and more and more people became aware of the health hazards of severe pollution.  Interestingly, some of the blue jeans produced in Xintang used to be made in El Paso, Texas, in the 1970s and 1980s, when thousands of workers were making Levi's, Lee, Guess and Gap jeans, according to a story on Atlas Obscura.  US President Donald Trump has again threatened to impose punitive tariffs on Chinese exports, mostly for political and economic reasons. But it seems to me that the Chinese government should impose environmental tariffs on all exports to the US to compensate the Chinese people who bear the environmental costs of providing cheaper goods to US citizens.  The author is deputy editor of China Daily USA.  chenweihua@chinadailyusa.com         "
"All sanctions, no talks will increase tensions on Korean Peninsula",7/28/2017,"                              Chinese Foreign Minister Wang Yi (middle, front) speaks during a ministerial meeting of the UN Security Council on the nuclear issue of the Korean Peninsular, at the UN headquarters in New York April 28, 2017.[Photo/Xinhua]      Susan Thornton, the acting US assistant secretary of state for East Asian and Pacific affairs, spoke in a Senate hearing on Tuesday about the need to increase the pressure on the Democratic People's Republic of Korea so it will give up its nuclear weapons program.  Besides calling for the UN member states to implement their commitments, she said the United States has urged all countries to suspend or downgrade diplomatic relations and cut trade ties with Pyongyang.  The strategy is all sticks, no carrots. There is no consideration that less pressure, rather than more pressure, might be a more viable way to achieve the peaceful denuclearization of the Korean Peninsula.  The US clearly believes that tightened sanctions will force the DPRK to change course. Yet tougher and tougher sanctions have failed to get the DPRK to halt its nuclear weapons program.  Senior US officials claim that the US wants to bring the DPRK to its senses, not its knees. Yet its strategy suggests that is not the case, and that it wants the DPRK to be on its knees.  US concerns that the DPRK could have a continental ballistic missile capable of hitting the US worsened this week after new assessment by the Pentagon Defense Intelligence Agency showed that the DPRK could have this capability as early as next year.  But the strategy Thornton laid out is deeply flawed because it shows the US is making no attempt to put itself in the DPRK's shoes. Thornton, for example, has not addressed any of DPRK's legitimate security concerns.  The US said it does not seek regime change, but it has threatened various military options. And the US' word does not inspire trust after it helped remove Libyan leader Muammar Gadhafi in 2011 after he gave up nuclear weapons and toppled Iraqi leader Saddam Hussein in 2003 under the pretext that he had weapons of mass destruction, which it knew did not exist.  Thornton also talked a lot about how China could use its unique leverage, noting that the US would not hesitate to punish Chinese individuals and entities violating the sanctions.  But in doing so, the US has again assumed the role of the world's policeman, something US President Donald Trump said he would reject during his presidential campaign.  Unilateral sanctions imposed by the US outside the UN framework undermine mutual trust and cooperation among nations. Yet the world's only superpower has found it an easy and appealing tool.  Contrary to the claims of its critics, China, which borders the DPRK, has a strong interest in denuclearization of the peninsula, as well as peace and prosperity in the region.  China has been working closely with the US on UN sanctions imposed against the DPRK. Yet the US has rejected China's proposal for ""dual suspension""-the DPRK suspends its nuclear weapons program and the US and the Republic of Korea suspend their large-scale military drills-and resuming the Six-Party Talks and direct talks with the DPRK. The US still insists that the DPRK must first agree to talk about abandoning its nuclear weapons program before any talks can be held.  In Thornton's words, while the US continues to see a negotiated solution as the best way to resolving the problem, the conditions at present are not conducive to dialogue.  It is true that previous talks failed to achieve the goal of denuclearization due to missteps, probably more on the DPRK side than on the US side. But that should not be an excuse for shunning talks on such a critical issue.  What seems certain is that sanctions without talks will likely escalate tensions.  The author is deputy editor of China Daily USA.  chenweihua@chinadailyusa.com         "
US should throw its weight behind inter-Korean talks,7/21/2017,"                              South Korea's president-elect Moon Jae-in gestures to supporters at Gwanghwamun Square in Seoul, South Korea, May 9, 2017. [Photo/Agencies]      The proposal, made by Republic of Korea President Moon Jae-in this week, to resume inter-Korean dialogue with the Democratic People's Republic of Korea is a welcome move after a long period of provocative actions and harsh rhetoric by various countries.  The meetings on military and Red Cross issues with Pyongyang, if held, will be the first such dialogue since 2014.  China has expressed support for the proposal aimed at improving relations through dialogue and promoting reconciliation, with Chinese foreign ministry spokesman Lu Kang calling on the international community to give its support.  However, Washington is not happy with Moon's offer, regarding the current conditions ""far away"" from those needed for any resumption of dialogue with Pyongyang.  Views outside the US government are split.  Former US deputy secretary of state John Negroponte believes diplomacy is the only way to resolve the complicated issue. He told a forum in Seoul on Wednesday that ""we need to approach dialogue as a means to solve problems rather than as a reward for good behavior… Neither the US nor South Korea should shy away from bilateral talks with North Korea.""  That was also the message in a June 28 letter to US President Donald Trump signed by six veteran former US officials such as former defense secretary William Perry, former secretary of state George Shultz, and Robert Gallucci and Bill Richardson, both of whom participated in previous talks with the DPRK.  The letter warned that ""there is no guarantee diplomacy will work. But there are no good military options, and a North Korea response to a US attack could devastate South Korea and Japan.""  It is not sure if such a rational argument will convince the Trump administration.  There has been much noise. John Bolton, a former US ambassador to the United Nations, is right that sanctions on Chinese firms won't be effective in solving the problem. But he is totally wrong when floating a military option in his op-ed in the New York Post on July 5. ""They (China) can work with us or face the inevitable consequences, which will be far more damaging than pinprick sanctions,"" he wrote.  Bolton is right that such an outcome will be damaging to China; that's why China has repeatedly stressed stability and peaceful negotiation to the denuclearization of the peninsula. What Bolton did not mention is that it will be more devastating to the ROK and Japan, two of the United States' closest allies.  China has not only endorsed relevant UN Security Council resolutions, it has also implemented them effectively. China, however, made it clear that it will not cut normal trade ties with the DPRK that are not banned and restricted by the Security Council. Few in the US have probably thought about the kind of humanitarian disaster that would be triggered if the normal trade related to people's livelihoods in the DPRK was suddenly cut off.  Some in the US have even accused China of not wanting to see a unified Korea. That is not true. In my view, China would love to see a unified Korea that is peaceful and stable, not one that becomes a US puppet state, with US troops marching along the Yalu River bordering China.  Some in the US have long been used to others doing exactly what they are told to do by the US, and they are unwilling to listen to China or even the ROK, whose approach to the DPRK is quite different, as evidenced during President Moon's recent trip to Washington.  The whole world knows the US' military might and there is no need to show it time and again. It is time to show wisdom on the diplomatic front through direct talks.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
US news media biased reporting destroying trust,7/14/2017,"                              CAI MENG/CHINA DAILY      Like many in China, I have long felt the US news media is biased in its coverage of China. Much of this, in my view, is due to an individual writer's lack of knowledge about China, his or her political bias, or the agenda of his news organization.  As a journalist, I understand the watchdog role of the press. Yet that is totally different from biased reporting.  Americans might see such a problem when they look at the news media's treatment of US President Donald Trump. It is true that Trump has made plenty of controversial or outrageous comments since he started his presidential race, but the US news media's excessive bias against Trump is obvious.  A report in May by the Harvard Kennedy School's Shorenstein Center on Media, Politics and Public Policy analyzed news coverage of Trump's first 100 days in office. It found that 80 percent of the coverage was negative, while only 20 percent was positive. This compared with the 41 percent negative coverage Barack Obama received; and the 57 percent George W. Bush received and the 60 percent for Bill Clinton.  Trump might be the first US president to face the news media head on, calling them disseminators of fake news and dishonest, something that a US president and politician would rarely do given the outsized power of news media today in influencing votes and public opinion.  However, it is clear the US news media is not almighty because Trump won the 2016 election despite a hostile media environment and a predicted landslide for Hillary Clinton, with most major polls concluding a Clinton victory was a foregone conclusion.  A report by senior media writer Jack Shafter and data reporter Tucker Doherty of Politico in May is telling. Some 72 percent of all internet publishing or newspaper employees work in a country where Clinton won. ""By this measure, of course, Clinton was the national media's candidate,"" they wrote.  It is no secret that high ratings are also one of the drivers for the enthusiasm displayed by many US news outlets, especially the cable networks, for biased and sensational reports.  Watching and reading news about China in the US news media gives many Chinese the same feeling of bias. China rarely gets credit for anything, especially when it comes to relations with the US. The narrative is: China is always wrong. China is evil.  I cannot help laughing when watching the superficial and one-sided analysis by some talking heads on US TV networks, especially by someone who has predicted China's collapse multiple times. I wonder why some respected China experts, both in China and the US, are never or rarely invited to talk on TV. Is that because they are too rational and not sensational enough to help TV ratings?  As a Chinese national, I feel the need to go back home from time to time to catch up with the fast changes there. That is also the thinking of many China hands in the US I talked to. It is forgivable that those who have not lived in China or even visited China keep pretending they know all the problems and solutions in China.  The US news media are facing a crisis of low public confidence. A Gallup poll in June revealed that only 27 percent of respondents had a great deal or quite a lot of confidence in newspapers, 24 percent said they had high confidence in TV news; and 16 percent said they had high confidence in news on the internet.  If news media are all about public trust, then US news media have failed miserably.  The author is deputy editor of China Daily USA.  chenweihua@chinadailyusa.com         "
It's time US set its own house in order,7/7/2017,"                              A photo of Zhang Yingying released by the police.      The disappearance of Zhang Yingying, a visiting Chinese scholar at the University of Illinois at Urbana-Champaign on June 9 has shocked many in China and the United States. As people watch closely the court trial of suspect Brendt Christensen, a serious question raised again is: How safe are US cities?  This question has become especially important for Chinese, as an increasing number of them travel to the US as tourists or send their children to US colleges to study. According to the Institute of International Education, more than 328,000 Chinese students were enrolled in US colleges and universities for the 2015-16 academic year, accounting for nearly a third of the total foreign students in the US. The figure, however, does not include a growing number of Chinese children enrolled in K-12 education schools. Besides, the number of Chinese tourists to the US hit 3 million in 2016, and the figure has been growing fast since the US loosened its visa policy in 2014.  Many Chinese know crime rates in US cities are high. Their perception has been largely shaped by Hollywood crime movies, news reports of the huge prison population and frequent mass shootings in the US. In recent years, that perception has been further fed by cases of Chinese students falling victims to violent crimes.  In January 2016, 19-year-old Jiang Yue, a student at Arizona State University, was shot dead in Tempe, Arizona, by Holly Davis after a minor incident involving their cars. In January 2014, Ji Xinran, an engineering student at the University of Southern California, was beaten to death by four people while walking home from the campus. In April 2012, Qu Ming and Wu Ying, two students also of USC, were shot dead in their car, which was parked about one and a half kilometers from the campus.  True, many US cities are safe, even very safe. But the murder rate in US is several times higher than that in China, its neighbor Canada and the industrialized nations in Europe. US President Donald Trump acknowledged this brutal reality in his inaugural address on Jan 20 when he referred to ""the crime and gangs and drugs that have stolen too many lives and robbed our country of so much unrealized potential"".  On June 30, Trump said he was sending federal help to fight crime and killings in Chicago that have reached ""epidemic proportions"". Chicago has seen 320 murders and 1,703 shooting victims so far this year. Imagine what the situation was like earlier, as I was told by a New Yorker that the crime rate has come down a lot.  Indeed, the rate of violent and property-related crimes has dropped sharply in the US since the 1990s. But it is still much higher than in many countries. The murder rate rose again in 2015, however, and appears to have continued last year. A Pew survey last November showed that 57 percent of the voters in the 2016 presidential election said crime has gotten worse in the US since 2008, a reflection of their deep concern for safety.  Many blame the easy access to guns as a major cause of the high murder rate in the US, while others point to the culture of violence, which is getting worse thanks partly to Hollywood movies and video games with violent content. Some attribute the high crime rate to the stress people are under due to the US' poor welfare system compared with other industrialized nations, for example, in terms of paid leave and free pre-school education.  The US has engaged in incessant wars since its founding 241 years ago and continues to interfere in other countries' internal affairs. It's time it looked inward and waged a war on crime to set its own house in order.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
Some in US obsessed with geopolitics,7/1/2017,"                              CAI MENG/CHINA DAILY      That some people in Washington still see China-US relations as a zero-sum game is surprising, to say the least.  At a talk on Chinese direct investment in Latin America held at the Atlantic Council on Monday, Brazilian Ambassador to the United States Sergio Amaral spoke very highly about China's fast-growing trade with Latin America and investment in the region. Chinese investment, Amaral said in his keynote speech, has diversified rapidly into infrastructure and service sectors. A report released the same day said the same thing.  I have interviewed Amaral both in the US and Brazil. As a former chairman of Brazil-China Business Council, he is well versed in Sino-Latin American relations. No wonder his views were corroborated at the talk by Gerardo Mato, chairman of HSBC Global Banking and Markets for the Americas, and Angel Melguizo, head of the Latin American and Caribbean Unit of the Organization for Economic Cooperation and Development. Both praised China-Latin America relations.  However, in her speech, Claire Reade, assistant US trade representative for China from 2008 to 2014, expressed concern that the US' ""little brothers"" in Latin America might shift to China and claimed Beijing's involvement in the region was not as a selfless global leader but to fulfill its self-interests. Claiming that China's move is to influence global rules, Reade said: ""China talks about win-win, but many in China have zero-sum game viewpoint.""  Her words reminded me of the slanderous comments about China's role in Africa and Latin America by former US president Barack Obama and secretary of state Hillary Clinton when they visited the regions a few years ago. US politicians are often critical of China's involvement in African and Latin American countries, even though the local people seem happy with it.  Reade is right that China is indeed trying to influence global rules, but only to make them better for emerging and developing countries that did not have much say in rule making in the past.  China is not selfless either; it seeks mutually beneficial ties with Latin American countries. Besides, if China were to turn all the loans into grants, Reade might then accuse it of buying influence.  Despite the geographical distance, China is quickly catching up on its relationship with Latin America. And there is no reason for US politicians to see this as China's geopolitical wrestling with the US, unless they still regard Latin American countries as their ""little brothers"" or ""backyard"" according to the so-called Monroe Doctrine.  Latin America is big enough to accommodate China and the US. The region will benefit if both countries increase their trade and direct investment in the region. The same is true for the Asia-Pacific.  When the Pew Research Center released its survey showing a plummeting US global image at the Brookings Institution on Tuesday, Ely Ratner, a former Obama administration official, claimed that it matters because ""the US is in an emerging geopolitical competition with China"".  Also, he asserted that Asia has great confidence in US democracy despite the survey results showing that 46 percent of the people disliked the US' ideas about democracy, with only 43 percent saying they liked them.  Reade and Ratner might be deeply frustrated with US President Donald Trump's policies, but to criticize China for its active and positive engagement in Latin America and the Asia-Pacific mirrors the zero-sum mentality the Obama administration exhibited in its attitude toward the Asian Infrastructure Investment Bank.  It is okay to criticize China, but if done without a valid reason, it will only discredit such criticisms.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com            "
'Crying' Schumer's rhetoric out of touch with reality,6/27/2017,"                        US Senate Minority Leader Chuck Schumer railed against President Donald Trump during the 2016 presidential election. However, he sounded as if he might have voted for Trump in an op-ed in The Washington Post on Friday.  In the article, Schumer blasted Trump for backing off several core campaign positions, including making a stark reversal of his ""tough"" posture toward China.  All these reflect nothing but Schumer's long-term anti-China rhetoric, although it may sound odd for someone who did not even vote for Trump to fervently ask Trump to keep his campaign promise.  It is no secret that most US presidential candidates will say anything to get elected, so it's unrealistic to expect them to keep all their promises, especially those made on the campaign trail.  Former US presidents Ronald Reagan, Bill Clinton and George W. Bush all talked tough on China during their presidential races, but once they were in office, they simply needed to face reality and adopt more pragmatic policies.  After Trump won the election on Nov 8, most economists became deeply worried about the possible trade war between China and the US that might erupt if Trump were indeed to keep his promise of labelling China a currency manipulator.  They also felt it would make the US government laughable, because for the past years, the Chinese government has been propping up its currency, RMB, from falling, which has helped US exports be more competitive.  However, Schumer told reporters on Jan 24 to do exactly that. ""Mr President: if you really want to put America first, label China a currency manipulator,"" he told reporters.  Whatever Schumer's intention is, he is out of touch and misleading people on this very important issue. The consequences would be catastrophic if President Trump had taken his crying seriously.  In April, the semi-annual report by the US Treasury Department on currency practices of its major trade partners found that China has not manipulated its currency.  Last November, Schumer fearmongered about Chinese direct investment in the US. In a letter to then US Treasury Secretary Jack Lew and US Trade Representative Michael Froman, Schumer demanded extra scrutiny of Dalian Wanda's acquisitions in Hollywood. ""I am concerned that these acquisitions reflect the strategic goals of China's government,"" he said.  There is growing concern among Chinese investors that fearmongering by US lawmakers could prompt the Committee on Foreign Investment in the United States to discriminate against Chinese investment.  The good news is that US Commerce Secretary Wilbur Ross assured the Chinese investors attending the 2017 SelectUSA Summit last week that the US will treat Chinese investment fairly.  The 155-strong Chinese delegation to the investment summit at National Harbor, Maryland, was the largest from abroad. If Schumer had visited the US state and city booths at the SelectUSA Summit exhibition, he would be surprised at the enthusiasm in welcoming Chinese investment that helps grow their economy and create jobs.  China and the US have become each other's largest trade partners and most important investors. Such a mutually beneficial relationship has allowed US consumers to save money by buying inexpensive Chinese products. US companies have also expanded rapidly in China, a market of more than 1.3 billion people, including the fastest-growing middle class in the world.  Friction is just normal between two large trading partners. It is true that China, as a country in transition, is still in the learning process in many respects.  The 100-Day Action Plan agreed upon by Trump and President Xi Jinping in Mar-a-Lago is the right approach to address existing bilateral issues. The two governments will also hold a comprehensive economic dialogue this summer.  If sounding and acting tough, as Schumer suggested, will lead to a solution, then it is all too easy to tackle the problems in the world today, including the thorny one on the Korean Peninsula.  What Schumer cannot see is that dialogue based on equality and mutual respect is a better way forward.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com             "
Thucydides's Trap does not have to be inevitable,6/23/2017,"                              US Secretary of State Rex Tillerson and Defense Secretary James Mattis meet with Chinese State Councilor Yang Jiechi and General Fang Fenghui, chief of the People's Liberation Army's Joint Staff Department prior to the US-China Diplomatic and Security Dialogue at the State Department in Washington, US, June 21, 2017. [Photo/Agencies]      Harvard University professor Graham Allison had a question for me when I chatted with him last week about his new book: Destined for War: Can America and China Escape Thucydides's Trap?  He found that some Chinese are uncomfortable with the word ""inevitable"" in his description of the Thucydides's Trap.  ""They say 'war is not inevitable'. I say, 'Correct, correct, it's not inevitable',"" says Allison.  While Thucydides argued that the rise of Athens caused fear in Sparta and made war inevitable, Allison said Thucydides does not really mean inevitable. It was an exaggeration.  He wanted to know what the Chinese understanding of the word ""inevitable"" is. ""Am I falling into a language trap?"" he asked.  I understand Allison's concern. People, both in and outside China, have been talking a lot about the possibility of China and the United States falling into the Thucydides's Trap.  The ""Destined for War"" in the title of Allison's book sounds sensational, but Allison is simply trying to give a warning to the rising power and existing power. They should learn from history to better handle possible flashpoint issues, such as the Korean Peninsula, Taiwan and South China Sea. This is despite his firm belief that neither country wants a war with the other-a war that would be mutually destructive and catastrophic to the planet.  Like some other US scholars, Allison seems to believe that China will act just like the imperialist US in the 19th century if it becomes powerful enough, admitting that the US has had more unnecessary wars than necessary wars in its short history.  But China is, of course, not the US. In the last four decades, China has worked to strengthen the existing global governance institutions system such as the World Trade Organization, International Monetary Fund and the World Bank rather than undermining them. The Asian Infrastructure Investment Bank and the Belt and Road Initiative are supplementary to the current global system.  Allison believes both countries need to make some painful adjustments, admitting that the US is only ""slowly"" adjusting to a rising China. For example, he believes that the US does not need to support every claim of the Philippines or Vietnam in the South China Sea.  Such adjustment won't be easy for either of them, especially as the US is feeling deeply anxious about no longer being No 1 in the world in increasing number of areas, and it is showing it is unwilling to share power as much as it should be.  Making compromises or admitting mistakes is no easy job for a superpower. For example, in the past weeks, US officials and lawmakers have called on China to use more leverage to pressure the Democratic People's Republic of Korea to give up its nuclear weapon program. But Allison believes the US has set a bad example in this regard.  The US and its NATO allies pursued regime change in Libya in 2011 after Muammar Gadhafi gave up its nuclear program. The US and its allies also toppled Saddam Hussein in Iraq on the pretext of finding alleged weapons of mass destruction in 2003. Both sent the wrong message to the DPRK leaders.  There is no doubt that the US should take measures to correct its past mistakes in order to inject confidence in possible negotiation on the denuclearization of the Korean Peninsula. How about accepting China's dual suspension proposal-for the DPRK to suspend its nuclear and missile activities, and for the US and the Republic of Korea to suspend their large-scale military drills?  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
US' lack of focus on its infrastructure means it will continue to get D+,6/16/2017,"                              Engineer Du Hanlin explains skills for diesel locomotive maintenance and repair to trainees from Kenya in Baoji, Shaanxi province. The Kenyan engineers will operate trains on the Mombasa-Nairobi railway, which went into operation on Wednesday. [Photo/Xinhua]    New York Times columnist Thomas Friedman marveled at China's progress in infrastructure in a June 7 opinion piece following his recent trip to the country. He described the wide use of mobile technology in daily life and the changing skylines he saw riding the Beijing-Shanghai high-speed train.    This was not the first time Friedman had lauded China's success and lamented the US' failure in infrastructure.  A day earlier, Goldman Sachs CEO Lloyd Blankfein tweeted: ""Arrived in China, as always impressed by condition of airport, roads, cell service, etc. US needs to invest in infrastructure to keep up!""  Over the years, many US business and government leaders have made such comparisons, most notably recently by US President Donald Trump when he told conservative journalists that ""What China's done is incredible"" and ""We're like a Third World nation"".  As a Washington-based journalist who goes back to China every year, I can attest to the great changes happening in China.  I shared the same feeling in Shanghai in May when I found that so many people, not just the young folks, pay for everything with their smartphones, and bike share services are literally everywhere.  The US used to be the envy of the world for its infrastructure. Yet it has deteriorated so much that the American Society of Civil Engineers graded the US infrastructure D+ in March, the same as the last scorecard in 2013.  China, meanwhile, has made a great leap forward. While infrastructure was the biggest bottleneck to its economic development only 30 years ago, China now boasts many of the world's largest and best ports and airports, longest bridges, largest subway systems, and by far the biggest bullet train system.  In the past decades, China has stayed focused on investing heavily in infrastructure, a major factor fueling its rapid economic growth. The country now hopes to apply the same success in other nations, such as by investing in infrastructure in Africa and Latin America and launching the Asian Infrastructure Investment Bank and the Belt and Road Initiative.  I don't see that kind of focus in the US despite the fact that Democrats and Republicans both agree of the need to fix infrastructure at home. During the 2016 presidential race, Trump and his Democratic rivals Hillary Clinton and Bernie Sanders all talked about infrastructure as a priority.  However, just as the White House launched its infrastructure week on June 5, the cable news networks, and in fact most of the US news media, focused entirely on the hearing of former FBI director James Comey. In the following days, it was 24/7 coverage of testimony by Attorney General Jeff Sessions. On Wednesday as I was writing this column, it's been nonstop about a shooting outside Washington that injured Congressman Steven Scalise.  These events were important, but they didn't deserve the hyper-attention they received in the US, from the news media to Capitol Hill.  Comparatively, the news media has never devoted much air time and space to covering infrastructure and Congress has never held many hearings on infrastructure despite the fact that its crumbling status poses a serious threat to the nation.  ""Every Week Should Be Infrastructure Week,"" cried out an article last month by Joseph Kane and Adie Tomer, two scholars at Brookings Institution.  But it seems impossible to make the importance of infrastructure stick. Unless the US switches its focus to roads, bridges and airports, it will be hard for its infrastructure to get a better grade than D+.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
"It's the planet, stupid, not China's global leadership",6/9/2017,"                              US President Donald Trump announces his decision that the United States will withdraw from the landmark Paris Climate Agreement, in the Rose Garden of the White House in Washington, U.S., June 1. [Photo/Agencies]      It was sad to hear US President Donald Trump's announcement last week to withdraw the United States from the Paris climate change agreement. And it's puzzling to see so many people interpreting it as the US ceding the global leadership to China.  The Paris accord, adopted in December 2015 and signed by 195 United Nations member states, is about efforts to combat climate change rather than a geopolitical jostling between the US and China. It was actually the close cooperation between the two countries and their determination and commitment to combat the global challenge that led to a relatively speedy acceptance of the Paris agreement. And the US was expected to play a leading role in implementing the accord despite the agreement not being enough to limit the average global temperature rise to 2 Celsius above pre-industrial figures. Therefore, the US' withdrawal will jeopardize global efforts to save the planet.  Yes, it will also be a blow to US leadership in the world. But focusing on or condemning it as the US ceding global leadership to China is simply a wrong approach.  ""Trump hands the Chinese a gift: the chance for global leadership,"" read a headline in The New York Times on June 1. ""If Trump doesn't want a world leadership role, China will take it"" was the headline of a June 2 article on US News and World Report. Similar claims by climate experts, such as Barbara Finamore of Natural Resources Defense Council, were even more surprising. ""Trump's Paris withdrawal cedes global leadership to China"" was the title of her article on NRDC website on June 2.  Officials and climate experts in the NRDC, a global environmental advocacy group, should focus more on how Trump's decision is going to ruin the planet, rather than on China assuming or not assuming global leadership. If there is a race in clean energy, it should be a friendly one because the world, especially the developing world, needs more clean technology. It shouldn't matter whether it comes from China, the US, the European Union or any other economy, because the aim is to fulfill the goals set in the Paris agreement.  Politicians, political pundits and climate experts, like former US vice-president Al Gore, are happy that China, India, the EU and the US state of California have reiterated their commitment to the Paris agreement and vowed to do even more to save our planet. Premier Li Keqiang made that statement publicly during his visit to Europe last week.  China cannot celebrate the US' withdrawal from the accord or the void it has created in global climate leadership, as some in the US have speculated. It would indeed serve China's interest if the US remains a party to Paris accord. Unlike the US, China has never claimed to be a global leader even though it is playing such a role in some areas, especially climate change. Given the severe air pollution, China is facing a huge challenge on the environmental front. Yet its success in harnessing clean energy and determination to fight climate change have impressed the world.  Beth Gardiner, a London-based environmental journalist, wrote last month from East China's Zhejiang province that Chinese manufacturing has changed the economics of renewable power around the world, making solar power generation cost-competitive with electricity generated from fossil fuels like natural gas and even coal. So instead of sounding sour on China's success in the clean energy sector, people should celebrate it. The world can be a better place if every country steps up to play a leadership role and fill the huge void created by the US' pullout from the Paris pact.  It's a pity that some people see the great cause of combating climate change through their narrow geopolitical lens.  The author is deputy editor of China Daily USA. chenweihua@chinadailyusa.com         "
